         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
                1066              35  49142030.00        36.00   1719971050.00         1260.00
                1029              32  57978117.00        10.00   1855299744.00          320.00
                1060               5  73833666.00        69.00    369168330.00          345.00
                1060              94  73833666.00        69.00   6940364604.00         6486.00
                1047              18  83980353.00        56.00   1511646354.00         1008.00
                1089              83  62481686.00        38.00   5185979938.00         3154.00
                1014               7  22217524.00        54.00    155522668.00          378.00
                1072              32  62159876.00        47.00   1989116032.00         1504.00
                1097               2  45136408.00         2.00     90272816.00            4.00
                1095              33  53904146.00        33.00   1778836818.00         1089.00
                1031              49  29134137.00        49.00   1427572713.00         2401.00
                1070              77  19121129.00        99.00   1472326933.00         7623.00
                1004              93  11531675.00        85.00   1072445775.00         7905.00
                1094              36  62963680.00        36.00   2266692480.00         1296.00
                1037               7  34549045.00         7.00    241843315.00           49.00
                1029              41  57978117.00        10.00   2377102797.00          410.00
                1090               9  37948824.00        62.00    341539416.00          558.00
                1064              77  79065482.00        77.00   6088042114.00         5929.00
                1035              50  35071419.00        50.00   1753570950.00         2500.00
                1022              81  50019335.00        63.00   4051566135.00         5103.00
                1023              46  59142280.00        97.00   2720544880.00         4462.00
                1079               8  11303142.00        47.00     90425136.00          376.00
                1030               9  71912539.00         9.00    647212851.00           81.00
                1093              13  82011078.00        13.00   1066144014.00          169.00
                1012              30  28560733.00        85.00    856821990.00         2550.00
                1088               7  38334221.00         7.00    268339547.00           49.00
                1030              92  71912539.00         9.00   6615953588.00          828.00
                1089              25  62481686.00        38.00   1562042150.00          950.00
                1075              39  61677125.00        39.00   2405407875.00         1521.00
                1030               7  71912539.00         9.00    503387773.00           63.00
                1029              18  57978117.00        10.00   1043606106.00          180.00
                1083              46  44560715.00        50.00   2049792890.00         2300.00
                1062              35  86457838.00        45.00   3026024330.00         1575.00
                1071              78  39341800.00        25.00   3068660400.00         1950.00
                1052              67  21390393.00        99.00   1433156331.00         6633.00
                1004              47  11531675.00        85.00    541988725.00         3995.00
                1027              63  83582158.00        67.00   5265675954.00         4221.00
                1024              83  69865581.00        94.00   5798843223.00         7802.00
                1054              84  40299841.00        50.00   3385186644.00         4200.00
                1054              59  40299841.00        50.00   2377690619.00         2950.00
                1063              81  31803679.00        94.00   2576097999.00         7614.00
                1092              80  29884085.00        52.00   2390726800.00         4160.00
                1053              31  40036792.00        65.00   1241140552.00         2015.00
                1015              96  55000517.00        95.00   5280049632.00         9120.00
                1013              90  22387159.00        81.00   2014844310.00         7290.00
                1071              99  39341800.00        25.00   3894838200.00         2475.00
                1016              45  65237455.00        56.00   2935685475.00         2520.00
                1031              22  29134137.00        49.00    640951014.00         1078.00
                1005              61  46738486.00        38.00   2851047646.00         2318.00
                1067               3  84001619.00         3.00    252004857.00            9.00
                1005              38  46738486.00        38.00   1776062468.00         1444.00
                1100              81  15917508.00        81.00   1289318148.00         6561.00
                1008              70  54756389.00         6.00   3832947230.00          420.00
                1092              84  29884085.00        52.00   2510263140.00         4368.00
                1083              62  44560715.00        50.00   2762764330.00         3100.00
                1013              81  22387159.00        81.00   1813359879.00         6561.00
                1050              27  31650412.00        77.00    854561124.00         2079.00
                1025               4  43941327.00        31.00    175765308.00          124.00
                1066              99  49142030.00        36.00   4865060970.00         3564.00
                1052              44  21390393.00        99.00    941177292.00         4356.00
                1004              85  11531675.00        85.00    980192375.00         7225.00
                1012              15  28560733.00        85.00    428410995.00         1275.00
                1097              24  45136408.00         2.00   1083273792.00           48.00
                1056              45  34307586.00        41.00   1543841370.00         1845.00
                1091               9  85525597.00        18.00    769730373.00          162.00
                1065              11  44603982.00        11.00    490643802.00          121.00
                1094              88  62963680.00        36.00   5540803840.00         3168.00
                1030              20  71912539.00         9.00   1438250780.00          180.00
                1044              28  63435178.00        55.00   1776184984.00         1540.00
                1015              37  55000517.00        95.00   2035019129.00         3515.00
                1053              79  40036792.00        65.00   3162906568.00         5135.00
                1093              57  82011078.00        13.00   4674631446.00          741.00
                1079              97  11303142.00        47.00   1096404774.00         4559.00
                1019              21  83361455.00        50.00   1750590555.00         1050.00
                1056              98  34307586.00        41.00   3362143428.00         4018.00
                1003              33  40171345.00        51.00   1325654385.00         1683.00
                1094              62  62963680.00        36.00   3903748160.00         2232.00
                1082              73  35390230.00        73.00   2583486790.00         5329.00
                1043              89  77465093.00        70.00   6894393277.00         6230.00
                1048              60  36386359.00        60.00   2183181540.00         3600.00
                1087              17  28342656.00         2.00    481825152.00           34.00
                1079              31  11303142.00        47.00    350397402.00         1457.00
                1001              34  38932471.00        34.00   1323704014.00         1156.00
                1075              27  61677125.00        39.00   1665282375.00         1053.00
                1087              47  28342656.00         2.00   1332104832.00           94.00
                1003              95  40171345.00        51.00   3816277775.00         4845.00
                1066               2  49142030.00        36.00     98284060.00           72.00
                1084              84  23180207.00        23.00   1947137388.00         1932.00
                1048              86  36386359.00        60.00   3129226874.00         5160.00
                1082              48  35390230.00        73.00   1698731040.00         3504.00
                1064              64  79065482.00        77.00   5060190848.00         4928.00
                1039              10  70401508.00        98.00    704015080.00          980.00
                1053              21  40036792.00        65.00    840772632.00         1365.00
                1031              40  29134137.00        49.00   1165365480.00         1960.00
                1092              61  29884085.00        52.00   1822929185.00         3172.00
                1026               3  63758855.00        39.00    191276565.00          117.00
                1018               4  14599689.00        68.00     58398756.00          272.00
                1019              42  83361455.00        50.00   3501181110.00         2100.00
                1064              50  79065482.00        77.00   3953274100.00         3850.00
                1009              28  36733364.00        69.00   1028534192.00         1932.00
                1055              61  68458253.00        17.00   4175953433.00         1037.00
                1091              85  85525597.00        18.00   7269675745.00         1530.00
                1077              84  50536431.00        89.00   4245060204.00         7476.00
                1062              90  86457838.00        45.00   7781205420.00         4050.00
                1047              47  83980353.00        56.00   3947076591.00         2632.00
                1086              80  48583427.00        80.00   3886674160.00         6400.00
                1073              65  43151607.00        65.00   2804854455.00         4225.00
                1096              38  56222908.00        32.00   2136470504.00         1216.00
                1008              32  54756389.00         6.00   1752204448.00          192.00
                1006               6  85699185.00        26.00    514195110.00          156.00
                1033              72  76427814.00        70.00   5502802608.00         5040.00
                1026              59  63758855.00        39.00   3761772445.00         2301.00
                1088              12  38334221.00         7.00    460010652.00           84.00
                1065              21  44603982.00        11.00    936683622.00          231.00
                1016              98  65237455.00        56.00   6393270590.00         5488.00
                1006              26  85699185.00        26.00   2228178810.00          676.00
                1062              91  86457838.00        45.00   7867663258.00         4095.00
                1059              11  34850784.00        89.00    383358624.00          979.00
                1044              58  63435178.00        55.00   3679240324.00         3190.00
                1042              22  58782510.00        80.00   1293215220.00         1760.00
                1016              53  65237455.00        56.00   3457585115.00         2968.00
                1079              47  11303142.00        47.00    531247674.00         2209.00
                1088              55  38334221.00         7.00   2108382155.00          385.00
                1058              92  18422552.00       100.00   1694874784.00         9200.00
                1033              70  76427814.00        70.00   5349946980.00         4900.00
                1019               1  83361455.00        50.00     83361455.00           50.00
                1028              82  87951178.00        60.00   7211996596.00         4920.00
                1066              21  49142030.00        36.00   1031982630.00          756.00
                1077              10  50536431.00        89.00    505364310.00          890.00
                1000              32  53518629.00        69.00   1712596128.00         2208.00
                1069              96  58038988.00        62.00   5571742848.00         5952.00
                1033              38  76427814.00        70.00   2904256932.00         2660.00
                1075              26  61677125.00        39.00   1603605250.00         1014.00
                1067              42  84001619.00         3.00   3528067998.00          126.00
                1090              90  37948824.00        62.00   3415394160.00         5580.00
                1051              21  71529535.00        21.00   1502120235.00          441.00
                1040              80  42145649.00        30.00   3371651920.00         2400.00
                1091              62  85525597.00        18.00   5302587014.00         1116.00
                1055              42  68458253.00        17.00   2875246626.00          714.00
                1043              16  77465093.00        70.00   1239441488.00         1120.00
                1047              18  83980353.00        56.00   1511646354.00         1008.00
                1009              37  36733364.00        69.00   1359134468.00         2553.00
                1014              16  22217524.00        54.00    355480384.00          864.00
                1057              66  13174473.00        91.00    869515218.00         6006.00
                1064              96  79065482.00        77.00   7590286272.00         7392.00
                1013              64  22387159.00        81.00   1432778176.00         5184.00
                1056              37  34307586.00        41.00   1269380682.00         1517.00
                1019              48  83361455.00        50.00   4001349840.00         2400.00
                1022              58  50019335.00        63.00   2901121430.00         3654.00
                1006              68  85699185.00        26.00   5827544580.00         1768.00
                1032              87  52555493.00        21.00   4572327891.00         1827.00
                1012              99  28560733.00        85.00   2827512567.00         8415.00
                1095              22  53904146.00        33.00   1185891212.00          726.00
                1069              77  58038988.00        62.00   4469002076.00         4774.00
                1098              54  17559533.00        50.00    948214782.00         2700.00
                1084              44  23180207.00        23.00   1019929108.00         1012.00
                1064              54  79065482.00        77.00   4269536028.00         4158.00
                1087               4  28342656.00         2.00    113370624.00            8.00
                1066              35  49142030.00        36.00   1719971050.00         1260.00
                1070              77  19121129.00        99.00   1472326933.00         7623.00
                1014               1  22217524.00        54.00     22217524.00           54.00
                1031              81  29134137.00        49.00   2359865097.00         3969.00
                1087              76  28342656.00         2.00   2154041856.00          152.00
                1058               1  18422552.00       100.00     18422552.00          100.00
                1047              11  83980353.00        56.00    923783883.00          616.00
                1060               5  73833666.00        69.00    369168330.00          345.00
                1048              13  36386359.00        60.00    473022667.00          780.00
                1060              94  73833666.00        69.00   6940364604.00         6486.00
                1002              62  64463514.00         1.00   3996737868.00           62.00
                1053              13  40036792.00        65.00    520478296.00          845.00
                1017              25  17800899.00        16.00    445022475.00          400.00
                1024              83  69865581.00        94.00   5798843223.00         7802.00
                1075              41  61677125.00        39.00   2528762125.00         1599.00
                1097              47  45136408.00         2.00   2121411176.00           94.00
                1016              98  65237455.00        56.00   6393270590.00         5488.00
                1042              22  58782510.00        80.00   1293215220.00         1760.00
                1075              27  61677125.00        39.00   1665282375.00         1053.00
                1004              47  11531675.00        85.00    541988725.00         3995.00
                1048              86  36386359.00        60.00   3129226874.00         5160.00
                1082              48  35390230.00        73.00   1698731040.00         3504.00
                1064              64  79065482.00        77.00   5060190848.00         4928.00
                1054              84  40299841.00        50.00   3385186644.00         4200.00
                1039              10  70401508.00        98.00    704015080.00          980.00
                1053              21  40036792.00        65.00    840772632.00         1365.00
                1026               3  63758855.00        39.00    191276565.00          117.00
                1018               4  14599689.00        68.00     58398756.00          272.00
                1019              42  83361455.00        50.00   3501181110.00         2100.00
                1064              50  79065482.00        77.00   3953274100.00         3850.00
                1009              28  36733364.00        69.00   1028534192.00         1932.00
                1055              61  68458253.00        17.00   4175953433.00         1037.00
                1091              85  85525597.00        18.00   7269675745.00         1530.00
                1054              59  40299841.00        50.00   2377690619.00         2950.00
                1077              84  50536431.00        89.00   4245060204.00         7476.00
                1047              47  83980353.00        56.00   3947076591.00         2632.00
                1086              80  48583427.00        80.00   3886674160.00         6400.00
                1073              65  43151607.00        65.00   2804854455.00         4225.00
                1063              81  31803679.00        94.00   2576097999.00         7614.00
                1096              38  56222908.00        32.00   2136470504.00         1216.00
                1092              80  29884085.00        52.00   2390726800.00         4160.00
                1008              32  54756389.00         6.00   1752204448.00          192.00
                1006               6  85699185.00        26.00    514195110.00          156.00
                1088              12  38334221.00         7.00    460010652.00           84.00
                1094              64  62963680.00        36.00   4029675520.00         2304.00
                1065              21  44603982.00        11.00    936683622.00          231.00
                1053              31  40036792.00        65.00   1241140552.00         2015.00
                1090               9  37948824.00        62.00    341539416.00          558.00
                1040              93  42145649.00        30.00   3919545357.00         2790.00
                1098              27  17559533.00        50.00    474107391.00         1350.00
                1035               8  35071419.00        50.00    280571352.00          400.00
                1016              45  65237455.00        56.00   2935685475.00         2520.00
                1075              17  61677125.00        39.00   1048511125.00          663.00
                1087              14  28342656.00         2.00    396797184.00           28.00
                1025              98  43941327.00        31.00   4306250046.00         3038.00
                1014              39  22217524.00        54.00    866483436.00         2106.00
                1019              34  83361455.00        50.00   2834289470.00         1700.00
                1092              66  29884085.00        52.00   1972349610.00         3432.00
                1017              57  17800899.00        16.00   1014651243.00          912.00
                1028              14  87951178.00        60.00   1231316492.00          840.00
                1005              67  46738486.00        38.00   3131478562.00         2546.00
                1063              11  31803679.00        94.00    349840469.00         1034.00
                1003               2  40171345.00        51.00     80342690.00          102.00
                1032              90  52555493.00        21.00   4729994370.00         1890.00
                1005              38  46738486.00        38.00   1776062468.00         1444.00
                1009               9  36733364.00        69.00    330600276.00          621.00
                1057              29  13174473.00        91.00    382059717.00         2639.00
                1044              55  63435178.00        55.00   3488934790.00         3025.00
                1100              81  15917508.00        81.00   1289318148.00         6561.00
                1028              43  87951178.00        60.00   3781900654.00         2580.00
                1008              70  54756389.00         6.00   3832947230.00          420.00
                1028              16  87951178.00        60.00   1407218848.00          960.00
                1061               4  34311148.00        62.00    137244592.00          248.00
                1066              60  49142030.00        36.00   2948521800.00         2160.00
                1096              79  56222908.00        32.00   4441609732.00         2528.00
                1016              69  65237455.00        56.00   4501384395.00         3864.00
                1042              70  58782510.00        80.00   4114775700.00         5600.00
                1074              81  79902221.00        71.00   6472079901.00         5751.00
                1053              65  40036792.00        65.00   2602391480.00         4225.00
                1018              98  14599689.00        68.00   1430769522.00         6664.00
                1083              20  44560715.00        50.00    891214300.00         1000.00
                1017              16  17800899.00        16.00    284814384.00          256.00
                1013              81  22387159.00        81.00   1813359879.00         6561.00
                1093              72  82011078.00        13.00   5904797616.00          936.00
                1050              27  31650412.00        77.00    854561124.00         2079.00
                1043              53  77465093.00        70.00   4105649929.00         3710.00
                1019              78  83361455.00        50.00   6502193490.00         3900.00
                1016              89  65237455.00        56.00   5806133495.00         4984.00
                1049              71  70937179.00        64.00   5036539709.00         4544.00
                1061              55  34311148.00        62.00   1887113140.00         3410.00
                1030               8  71912539.00         9.00    575300312.00           72.00
                1062              61  86457838.00        45.00   5273928118.00         2745.00
                1060              69  73833666.00        69.00   5094522954.00         4761.00
                1039              98  70401508.00        98.00   6899347784.00         9604.00
                1082              35  35390230.00        73.00   1238658050.00         2555.00
                1025               4  43941327.00        31.00    175765308.00          124.00
                1061              70  34311148.00        62.00   2401780360.00         4340.00
                1098              68  17559533.00        50.00   1194048244.00         3400.00
                1047              95  83980353.00        56.00   7978133535.00         5320.00
                1028              60  87951178.00        60.00   5277070680.00         3600.00
                1089              12  62481686.00        38.00    749780232.00          456.00
                1009              93  36733364.00        69.00   3416202852.00         6417.00
                1082              23  35390230.00        73.00    813975290.00         1679.00
                1004               1  11531675.00        85.00     11531675.00           85.00
                1070              77  19121129.00        99.00   1472326933.00         7623.00
                1097               2  45136408.00         2.00     90272816.00            4.00
                1005              61  46738486.00        38.00   2851047646.00         2318.00
                1022              96  50019335.00        63.00   4801856160.00         6048.00
                1090              90  37948824.00        62.00   3415394160.00         5580.00
                1040              48  42145649.00        30.00   2022991152.00         1440.00
                1059              89  34850784.00        89.00   3101719776.00         7921.00
                1059              44  34850784.00        89.00   1533434496.00         3916.00
                1024              57  69865581.00        94.00   3982338117.00         5358.00
                1093              77  82011078.00        13.00   6314853006.00         1001.00
                1019              50  83361455.00        50.00   4168072750.00         2500.00
                1093              22  82011078.00        13.00   1804243716.00          286.00
                1069              62  58038988.00        62.00   3598417256.00         3844.00
                1009              53  36733364.00        69.00   1946868292.00         3657.00
                1078               6  81252880.00        16.00    487517280.00           96.00
                1062              90  86457838.00        45.00   7781205420.00         4050.00
                1024              94  69865581.00        94.00   6567364614.00         8836.00
                1097              85  45136408.00         2.00   3836594680.00          170.00
                1039             100  70401508.00        98.00   7040150800.00         9800.00
                1040              30  42145649.00        30.00   1264369470.00          900.00
                1073              82  43151607.00        65.00   3538431774.00         5330.00
                1009              69  36733364.00        69.00   2534602116.00         4761.00
                1082              23  35390230.00        73.00    813975290.00         1679.00
                1089              38  62481686.00        38.00   2374304068.00         1444.00
                1033              29  76427814.00        70.00   2216406606.00         2030.00
                1058             100  18422552.00       100.00   1842255200.00        10000.00
                1032              21  52555493.00        21.00   1103665353.00          441.00
                1011              18  85941566.00        18.00   1546948188.00          324.00
                1047              56  83980353.00        56.00   4702899768.00         3136.00
                1016              56  65237455.00        56.00   3653297480.00         3136.00
                1026              39  63758855.00        39.00   2486595345.00         1521.00
                1043              70  77465093.00        70.00   5422556510.00         4900.00
                1090              62  37948824.00        62.00   2352827088.00         3844.00
                1099              86  82701870.00        86.00   7112360820.00         7396.00
                1066              21  49142030.00        36.00   1031982630.00          756.00
                1057              57  13174473.00        91.00    750944961.00         5187.00
                1023              97  59142280.00        97.00   5736801160.00         9409.00
                1078              16  81252880.00        16.00   1300046080.00          256.00
                1037              31  34549045.00         7.00   1071020395.00          217.00
                1057              91  13174473.00        91.00   1198877043.00         8281.00
                1063              94  31803679.00        94.00   2989545826.00         8836.00
                1071              25  39341800.00        25.00    983545000.00          625.00
                1066              36  49142030.00        36.00   1769113080.00         1296.00
                1072              15  62159876.00        47.00    932398140.00          705.00
                1076              35  57301383.00        68.00   2005548405.00         2380.00
                1091              27  85525597.00        18.00   2309191119.00          486.00
                1099              38  82701870.00        86.00   3142671060.00         3268.00
                1089               8  62481686.00        38.00    499853488.00          304.00
                1089               8  62481686.00        38.00    499853488.00          304.00
                1003              39  40171345.00        51.00   1566682455.00         1989.00
                1097              47  45136408.00         2.00   2121411176.00           94.00
                1003              51  40171345.00        51.00   2048738595.00         2601.00
                1097              19  45136408.00         2.00    857591752.00           38.00
                1091              98  85525597.00        18.00   8381508506.00         1764.00
                1056              26  34307586.00        41.00    891997236.00         1066.00
                1008              88  54756389.00         6.00   4818562232.00          528.00
                1024              83  69865581.00        94.00   5798843223.00         7802.00
                1077              10  50536431.00        89.00    505364310.00          890.00
                1077              50  50536431.00        89.00   2526821550.00         4450.00
                1066              35  49142030.00        36.00   1719971050.00         1260.00
                1087               2  28342656.00         2.00     56685312.00            4.00
                1091              62  85525597.00        18.00   5302587014.00         1116.00
                1047              11  83980353.00        56.00    923783883.00          616.00
                1055              17  68458253.00        17.00   1163790301.00          289.00
                1064              45  79065482.00        77.00   3557946690.00         3465.00
                1061              62  34311148.00        62.00   2127291176.00         3844.00
                1018              68  14599689.00        68.00    992778852.00         4624.00
                1062              45  86457838.00        45.00   3890602710.00         2025.00
                1038              95  15431795.00        95.00   1466020525.00         9025.00
                1080             100  63173268.00         9.00   6317326800.00          900.00
                1036              68  65853384.00        51.00   4478030112.00         3468.00
                1035              71  35071419.00        50.00   2490070749.00         3550.00
                1041              41  77085365.00        41.00   3160499965.00         1681.00
                1060               5  73833666.00        69.00    369168330.00          345.00
                1057               6  13174473.00        91.00     79046838.00          546.00
                1008               6  54756389.00         6.00    328538334.00           36.00
                1008              40  54756389.00         6.00   2190255560.00          240.00
                1077              10  50536431.00        89.00    505364310.00          890.00
                1014              54  22217524.00        54.00   1199746296.00         2916.00
                1029              32  57978117.00        10.00   1855299744.00          320.00
                1000              36  53518629.00        69.00   1926670644.00         2484.00
                1054              50  40299841.00        50.00   2014992050.00         2500.00
                1040              48  42145649.00        30.00   2022991152.00         1440.00
                1045              97  17692750.00        97.00   1716196750.00         9409.00
                1046              49  36990628.00        49.00   1812540772.00         2401.00
                1070              77  19121129.00        99.00   1472326933.00         7623.00
                1091              18  85525597.00        18.00   1539460746.00          324.00
                1026              49  63758855.00        39.00   3124183895.00         1911.00
                1095              33  53904146.00        33.00   1778836818.00         1089.00
                1018              22  14599689.00        68.00    321193158.00         1496.00
                1024              57  69865581.00        94.00   3982338117.00         5358.00
                1093              22  82011078.00        13.00   1804243716.00          286.00
                1009              53  36733364.00        69.00   1946868292.00         3657.00
                1035              50  35071419.00        50.00   1753570950.00         2500.00
                1062              35  86457838.00        45.00   3026024330.00         1575.00
                1062              90  86457838.00        45.00   7781205420.00         4050.00
                1086              99  48583427.00        80.00   4809759273.00         7920.00
                1088              64  38334221.00         7.00   2453390144.00          448.00
                1092              56  29884085.00        52.00   1673508760.00         2912.00
                1028              31  87951178.00        60.00   2726486518.00         1860.00
                1066              93  49142030.00        36.00   4570208790.00         3348.00
                1097              85  45136408.00         2.00   3836594680.00          170.00
                1055              25  68458253.00        17.00   1711456325.00          425.00
                1039             100  70401508.00        98.00   7040150800.00         9800.00
                1005              36  46738486.00        38.00   1682585496.00         1368.00
                1073              82  43151607.00        65.00   3538431774.00         5330.00
                1072              15  62159876.00        47.00    932398140.00          705.00
                1091              27  85525597.00        18.00   2309191119.00          486.00
                1002              62  64463514.00         1.00   3996737868.00           62.00
                1058               1  18422552.00       100.00     18422552.00          100.00
                1053              19  40036792.00        65.00    760699048.00         1235.00
                1025               3  43941327.00        31.00    131823981.00           93.00
                1094              64  62963680.00        36.00   4029675520.00         2304.00
                1090               9  37948824.00        62.00    341539416.00          558.00
                1089               8  62481686.00        38.00    499853488.00          304.00
                1079              97  11303142.00        47.00   1096404774.00         4559.00
                1026              43  63758855.00        39.00   2741630765.00         1677.00
                1097              19  45136408.00         2.00    857591752.00           38.00
                1026               6  63758855.00        39.00    382553130.00          234.00
                1019              21  83361455.00        50.00   1750590555.00         1050.00
                1085              78  58759637.00        78.00   4583251686.00         6084.00
                1033              86  76427814.00        70.00   6572792004.00         6020.00
                1032              41  52555493.00        21.00   2154775213.00          861.00
                1100              60  15917508.00        81.00    955050480.00         4860.00
                1090              21  37948824.00        62.00    796925304.00         1302.00
                1035               8  35071419.00        50.00    280571352.00          400.00
                1020              16  67317709.00        16.00   1077083344.00          256.00
                1057              37  13174473.00        91.00    487455501.00         3367.00
                1038              66  15431795.00        95.00   1018498470.00         6270.00
                1030               9  71912539.00         9.00    647212851.00           81.00
                1090              89  37948824.00        62.00   3377445336.00         5518.00
                1035              86  35071419.00        50.00   3016142034.00         4300.00
                1069              97  58038988.00        62.00   5629781836.00         6014.00
                1052              46  21390393.00        99.00    983958078.00         4554.00
                1059              44  34850784.00        89.00   1533434496.00         3916.00
                1077              98  50536431.00        89.00   4952570238.00         8722.00
                1033              29  76427814.00        70.00   2216406606.00         2030.00
                1007               2  84777768.00        66.00    169555536.00          132.00
                1009              75  36733364.00        69.00   2755002300.00         5175.00
                1036             100  65853384.00        51.00   6585338400.00         5100.00
                1067              45  84001619.00         3.00   3780072855.00          135.00
                1089              39  62481686.00        38.00   2436785754.00         1482.00
                1043              89  77465093.00        70.00   6894393277.00         6230.00
                1008              88  54756389.00         6.00   4818562232.00          528.00
                1004              21  11531675.00        85.00    242165175.00         1785.00
                1022              81  50019335.00        63.00   4051566135.00         5103.00
                1023              46  59142280.00        97.00   2720544880.00         4462.00
                1007              84  84777768.00        66.00   7121332512.00         5544.00
                1079               8  11303142.00        47.00     90425136.00          376.00
                1087              55  28342656.00         2.00   1558846080.00          110.00
                1075              26  61677125.00        39.00   1603605250.00         1014.00
                1067              42  84001619.00         3.00   3528067998.00          126.00
                1051              21  71529535.00        21.00   1502120235.00          441.00
                1055              42  68458253.00        17.00   2875246626.00          714.00
                1043              16  77465093.00        70.00   1239441488.00         1120.00
                1094              36  62963680.00        36.00   2266692480.00         1296.00
                1015              50  55000517.00        95.00   2750025850.00         4750.00
                1039              79  70401508.00        98.00   5561719132.00         7742.00
                1063              46  31803679.00        94.00   1462969234.00         4324.00
                1046              35  36990628.00        49.00   1294671980.00         1715.00
                1024              83  69865581.00        94.00   5798843223.00         7802.00
                1078               6  81252880.00        16.00    487517280.00           96.00
                1048              40  36386359.00        60.00   1455454360.00         2400.00
                1060               9  73833666.00        69.00    664502994.00          621.00
                1093              13  82011078.00        13.00   1066144014.00          169.00
                1055              30  68458253.00        17.00   2053747590.00          510.00
                1039              46  70401508.00        98.00   3238469368.00         4508.00
                1015              39  55000517.00        95.00   2145020163.00         3705.00
                1078              46  81252880.00        16.00   3737632480.00          736.00
                1071              64  39341800.00        25.00   2517875200.00         1600.00
                1068              34  88491828.00        34.00   3008722152.00         1156.00
                1028              82  87951178.00        60.00   7211996596.00         4920.00
                1066              21  49142030.00        36.00   1031982630.00          756.00
                1000              69  53518629.00        69.00   3692785401.00         4761.00
                1000              32  53518629.00        69.00   1712596128.00         2208.00
                1098              54  17559533.00        50.00    948214782.00         2700.00
                1076              71  57301383.00        68.00   4068398193.00         4828.00
                1009              37  36733364.00        69.00   1359134468.00         2553.00
                1089              83  62481686.00        38.00   5185979938.00         3154.00
                1014              16  22217524.00        54.00    355480384.00          864.00
                1067              91  84001619.00         3.00   7644147329.00          273.00
                1031              24  29134137.00        49.00    699219288.00         1176.00
                1087              76  28342656.00         2.00   2154041856.00          152.00
                1058               1  18422552.00       100.00     18422552.00          100.00
                1089              25  62481686.00        38.00   1562042150.00          950.00
                1083              46  44560715.00        50.00   2049792890.00         2300.00
                1043              15  77465093.00        70.00   1161976395.00         1050.00
                1027              63  83582158.00        67.00   5265675954.00         4221.00
                1082               3  35390230.00        73.00    106170690.00          219.00
                1002               1  64463514.00         1.00     64463514.00            1.00
                1084              84  23180207.00        23.00   1947137388.00         1932.00
                1024              83  69865581.00        94.00   5798843223.00         7802.00
                1016              43  65237455.00        56.00   2805210565.00         2408.00
                1063              81  31803679.00        94.00   2576097999.00         7614.00
                1064              77  79065482.00        77.00   6088042114.00         5929.00
                1088               7  38334221.00         7.00    268339547.00           49.00
                1010              17  71733835.00        17.00   1219475195.00          289.00
                1042              80  58782510.00        80.00   4702600800.00         6400.00
                1029              10  57978117.00        10.00    579781170.00          100.00
                1015              95  55000517.00        95.00   5225049115.00         9025.00
                1070              99  19121129.00        99.00   1892991771.00         9801.00
                1097              84  45136408.00         2.00   3791458272.00          168.00
                1077              89  50536431.00        89.00   4497742359.00         7921.00
                1098              50  17559533.00        50.00    877976650.00         2500.00
                1001               7  38932471.00        34.00    272527297.00          238.00
                1075              39  61677125.00        39.00   2405407875.00         1521.00
                1030               7  71912539.00         9.00    503387773.00           63.00
                1029              18  57978117.00        10.00   1043606106.00          180.00
                1009              73  36733364.00        69.00   2681535572.00         5037.00
                1015              96  55000517.00        95.00   5280049632.00         9120.00
                1031              22  29134137.00        49.00    640951014.00         1078.00
                1066              99  49142030.00        36.00   4865060970.00         3564.00
